Tipo Documento,Canal de Registro,Edad,Género,Nivel de Estudio,Título Homologado,Ciudad de Residencia,Fecha Registro,Programa de Gobierno,Condiciones Especiales,Situación Laboral,Fecha Actualización,Zona,Mes,Año,Punto Atención,Rango Edad
Cédula de Ciudadanía,Autoregistro,28,F,ND,ND,BARRANQUILLA,06/08/2021 09:00:15 a.m.,NA,NA,NO REGISTRA,06/08/2021 09:00:15 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,25,M,Universitaria,OPTOMETRIA,BARRANQUILLA,06/08/2021 09:21:23 a.m.,NA,NA,Desempleado,06/08/2021 09:21:23 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Agencia,28,F,Media(10-13),BACHILLER EN CIENCIAS,BARRANQUILLA,05/08/2021 02:11:25 p.m.,NA,NA,Desempleado,05/08/2021 02:11:25 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,40,F,ND,ND,SOLEDAD,05/08/2021 03:12:33 p.m.,NA,NA,NO REGISTRA,05/08/2021 03:12:33 p.m.,ND,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Agencia,38,F,Media(10-13),BACHILLER EN CIENCIAS,BARRANQUILLA,05/08/2021 03:48:52 p.m.,NA,NA,Desempleado,05/08/2021 03:48:52 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Agencia,22,M,Técnica Profesional,TECNICO PROFESIONAL EN LOGISTICA PORTUARIA,BARRANQUILLA,05/08/2021 02:32:03 p.m.,NA,NA,Desempleado,05/08/2021 02:32:03 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,Media(10-13),Bachillerato,BARRANQUILLA,05/08/2021 02:43:56 p.m.,NA,NA,Desempleado,05/08/2021 02:43:56 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Universitaria,Ingeniero de sistemas,SABANAGRANDE,05/08/2021 02:44:37 p.m.,Víctimas del conflicto armado,,Empleado,05/08/2021 02:44:37 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,Tecnológica,TECNOLOGIA  GESTION CONTABLE,MALAMBO,05/08/2021 08:11:52 p.m.,NA,NA,Desempleado,05/08/2021 08:11:52 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,38,F,ND,ND,BARRANQUILLA,05/08/2021 08:17:26 p.m.,NA,NA,NO REGISTRA,05/08/2021 08:17:26 p.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,38,F,Media(10-13),bachiller,BARRANQUILLA,05/08/2021 07:04:35 p.m.,NA,NA,Desempleado,05/08/2021 07:04:35 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,33,F,Media(10-13),Bachiller,MALAMBO,05/08/2021 05:18:05 p.m.,NA,NA,NO REGISTRA,05/08/2021 05:18:05 p.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Documento Nacional de Identificación,Agencia,25,F,Básica Secundaria(6-9),BASICA SECUNDARIA,BARRANQUILLA,05/08/2021 10:49:53 a.m.,NA,NA,Desempleado,05/08/2021 10:49:53 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,Básica Secundaria(6-9),bachiller tecnico,BARRANQUILLA,05/08/2021 11:55:20 a.m.,NA,NA,Primer Empleo,05/08/2021 11:55:20 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,BARRANQUILLA,05/08/2021 01:20:09 a.m.,NA,NA,NO REGISTRA,05/08/2021 01:20:09 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,22,M,Tecnológica,Tecnologo en gestión bancaria y de entidades financieras,BARRANQUILLA,05/08/2021 08:15:07 a.m.,NA,NA,Desempleado,05/08/2021 08:15:07 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Técnica Profesional,Técnico profesional en operaciones de procesos empresariales,SOLEDAD,04/08/2021 10:06:21 p.m.,NA,NA,Desempleado,04/08/2021 10:06:21 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,M,Media(10-13),Bachiller técnico en electricidad,BARRANQUILLA,04/08/2021 11:34:55 p.m.,NA,NA,Independiente,04/08/2021 11:34:55 p.m.,Rural,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Tecnológica,Tecnólogo en Gestión Empresarial,BARRANQUILLA,05/08/2021 01:58:38 p.m.,NA,NA,Primer Empleo,05/08/2021 01:58:38 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,Universitaria,ingeniero industrial,BARRANQUILLA,05/08/2021 01:29:50 p.m.,NA,NA,Desempleado,05/08/2021 01:29:50 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,M,Técnica Laboral,Asistente administrativo,SOLEDAD,05/08/2021 12:56:47 p.m.,NA,NA,NO REGISTRA,05/08/2021 12:56:47 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,36,F,Básica Secundaria(6-9),bachiller académico,BARRANQUILLA,06/08/2021 04:05:34 p.m.,NA,NA,Desempleado,06/08/2021 04:05:34 p.m.,Rural,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,25,F,Tecnológica,"TEGNOLOGO EN GESTION INTEGRADA D ELA CALIDAD, MEDIO AMBIENTE SEGURIDAD Y SALUD OCUPACIONAL",BARRANQUILLA,06/08/2021 11:14:25 a.m.,Víctimas del conflicto armado,,Desempleado,06/08/2021 11:14:25 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,ND,ND,SOLEDAD,06/08/2021 04:49:49 p.m.,NA,NA,Primer Empleo,06/08/2021 04:49:49 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,45,F,Especialización,abogado,BARRANQUILLA,06/08/2021 04:52:10 p.m.,NA,NA,Empleado,06/08/2021 04:52:10 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,33,F,Universitaria,Abogado,SOLEDAD,06/08/2021 05:19:25 p.m.,NA,NA,NO REGISTRA,06/08/2021 05:19:25 p.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,23,F,ND,ND,BARRANQUILLA,06/08/2021 05:24:11 p.m.,NA,NA,NO REGISTRA,06/08/2021 05:24:11 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,25,F,Técnica Laboral,SECRETARIADO COMERCIAL EJECUTIVO,BARRANQUILLA,06/08/2021 11:24:01 a.m.,NA,NA,Desempleado,06/08/2021 11:24:01 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,39,F,Media(10-13),Bachiller Academico,BARRANQUILLA,06/08/2021 10:12:14 p.m.,NA,NA,Desempleado,06/08/2021 10:12:14 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,31,F,Técnica Laboral,tecnica en alojamientos,BARRANQUILLA,06/08/2021 07:50:32 p.m.,NA,NA,Desempleado,06/08/2021 07:50:32 p.m.,Rural,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,26,F,Universitaria,Quimico Farmaceutico,BARRANQUILLA,07/08/2021 10:14:15 a.m.,NA,NA,Empleado,07/08/2021 10:14:15 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,Técnica Laboral,Tecnico en sistemas,BARRANQUILLA,07/08/2021 10:52:13 a.m.,NA,NA,Desempleado,07/08/2021 10:52:13 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,Universitaria,Enfermera profesional,BARRANQUILLA,07/08/2021 08:13:39 a.m.,NA,NA,Primer Empleo,07/08/2021 08:13:39 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,F,ND,ND,BARRANQUILLA,07/08/2021 03:46:24 p.m.,NA,NA,NO REGISTRA,07/08/2021 03:46:24 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,26,M,ND,ND,BARRANQUILLA,08/08/2021 09:38:16 a.m.,NA,NA,NO REGISTRA,08/08/2021 09:38:16 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,49,M,Básica Secundaria(6-9),BACHILLER TECNICO AGROPECUARIO,MALAMBO,07/08/2021 07:02:21 p.m.,NA,Indígenas,Desempleado,07/08/2021 07:02:21 p.m.,Rural,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,21,F,Media(10-13),Bachiller en ciencias,BARRANQUILLA,09/08/2021 10:18:50 a.m.,NA,NA,NO REGISTRA,09/08/2021 10:18:50 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,ND,ND,BARRANQUILLA,09/08/2021 08:49:32 a.m.,NA,NA,NO REGISTRA,09/08/2021 08:49:32 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,30,M,Básica Primaria(1-5),Primaria,BARRANQUILLA,09/08/2021 11:24:05 a.m.,NA,NA,NO REGISTRA,09/08/2021 11:24:05 a.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Documento Nacional de Identificación,Autoregistro,39,M,Media(10-13),Bachiller,BARRANQUILLA,09/08/2021 03:50:18 p.m.,NA,NA,NO REGISTRA,09/08/2021 03:50:18 p.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,SABANAGRANDE,09/08/2021 12:24:11 p.m.,Víctimas del conflicto armado,,NO REGISTRA,09/08/2021 12:24:11 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,M,Universitaria,"Técnico en procesos empresariales, tecnologo en procesos administrativos",BARRANQUILLA,09/08/2021 02:25:42 p.m.,NA,NA,Independiente,Aug  9 2021  4:15PM,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,BARRANQUILLA,10/08/2021 02:02:28 p.m.,NA,NA,NO REGISTRA,10/08/2021 02:02:28 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,ND,ND,SOLEDAD,10/08/2021 05:42:26 p.m.,NA,NA,NO REGISTRA,10/08/2021 05:42:26 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,MALAMBO,10/08/2021 10:20:09 p.m.,NA,NA,NO REGISTRA,10/08/2021 10:20:09 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,M,Técnica Profesional,TECNICO PROFESIONAL EN MANTENIMIENTO SISTEMA INFORMATICO,SOLEDAD,11/08/2021 07:57:40 a.m.,NA,NA,Desempleado,11/08/2021 07:57:40 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Agencia,33,F,Media(10-13),BACHILLER EN CIENCIAS,BARRANQUILLA,11/08/2021 09:53:21 a.m.,NA,NA,Desempleado,11/08/2021 09:53:21 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,30,M,Básica Secundaria(6-9),Bachiller academico,MALAMBO,11/08/2021 11:04:11 a.m.,NA,NA,Desempleado,11/08/2021 11:04:11 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,24,M,Media(10-13),Bachiller academico,BARRANQUILLA,11/08/2021 12:17:59 p.m.,NA,NA,Primer Empleo,11/08/2021 12:17:59 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Básica Secundaria(6-9),Bachiller,BARRANQUILLA,11/08/2021 01:04:52 p.m.,NA,NA,Desempleado,11/08/2021 01:04:52 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,Universitaria,Sociólogo(a),BARRANQUILLA,11/08/2021 01:09:44 p.m.,NA,NA,Primer Empleo,11/08/2021 01:09:44 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,F,Media(10-13),Bachiller académico,BARRANQUILLA,11/08/2021 01:15:55 p.m.,NA,NA,Desempleado,11/08/2021 01:15:55 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,M,ND,ND,BARRANQUILLA,11/08/2021 01:19:59 p.m.,NA,NA,Desempleado,11/08/2021 01:19:59 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Técnica Laboral,TECNICO EN ATENCION A LA PRIMERA INFANCIA,BARRANQUILLA,09/08/2021 10:42:44 p.m.,NA,NA,NO REGISTRA,09/08/2021 10:42:44 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,33,F,ND,ND,SOLEDAD,09/08/2021 10:46:16 p.m.,NA,"Afrocolombianos, Retornado",Cesante por Emergencia Sanitaria,09/08/2021 10:46:16 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Documento Nacional de Identificación,Agencia,24,F,Media(10-13),BACHILLER TECNICO,BARRANQUILLA,10/08/2021 08:36:06 a.m.,NA,NA,Desempleado,10/08/2021 08:36:06 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,47,F,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,10/08/2021 09:12:54 a.m.,NA,NA,Desempleado,10/08/2021 09:12:54 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Agencia,53,M,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,10/08/2021 10:08:34 a.m.,NA,Personas en procesos de reintegración,Desempleado,10/08/2021 10:08:34 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,51 - 60
Documento Nacional de Identificación,Autoregistro,30,M,Media(10-13),Bachiller en Ciencias,BARRANQUILLA,10/08/2021 01:42:16 p.m.,NA,NA,Independiente,10/08/2021 01:42:16 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,23,F,ND,ND,BARRANQUILLA,12/08/2021 04:43:22 p.m.,NA,NA,NO REGISTRA,12/08/2021 04:43:22 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,57,M,ND,ND,SOLEDAD,12/08/2021 05:28:46 p.m.,NA,NA,NO REGISTRA,12/08/2021 05:28:46 p.m.,ND,8,"2,021",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Agencia,21,F,Media(10-13),BACHILLER ACADEMICO,BARRANQUILLA,12/08/2021 02:22:06 p.m.,NA,NA,Desempleado,12/08/2021 02:22:06 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,30,F,Media(10-13),EDUCACION MEDIA,BARRANQUILLA,12/08/2021 03:59:34 p.m.,NA,NA,Desempleado,12/08/2021 03:59:34 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,MALAMBO,12/08/2021 10:23:57 a.m.,Víctimas del conflicto armado,,NO REGISTRA,12/08/2021 10:23:57 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,53,M,Básica Secundaria(6-9),Gastronomía típica de la región caribe,MALAMBO,12/08/2021 10:36:11 a.m.,NA,NA,Desempleado,12/08/2021 10:36:11 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Autoregistro,24,M,Especialización,Especialista en gestión tributaria,BARRANQUILLA,11/08/2021 02:40:00 p.m.,NA,NA,Primer Empleo,11/08/2021 02:40:00 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Agencia,39,F,Básica Secundaria(6-9),BASICA SECUNDARIA,BARRANQUILLA,11/08/2021 03:37:26 p.m.,NA,NA,Desempleado,11/08/2021 03:37:26 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Agencia,27,F,Técnica Laboral,TECNICO EN AUXILIAR DE FARMACIA,BARRANQUILLA,11/08/2021 03:09:52 p.m.,NA,NA,Desempleado,11/08/2021 03:09:52 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,Técnica Laboral,Técnico laboral Auxiliar administrativo,SOLEDAD,12/08/2021 07:54:50 a.m.,Víctimas del conflicto armado,,Desempleado,12/08/2021 07:54:50 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,Básica Secundaria(6-9),Técnico en mantenimiento de equipo de cómputo,BARRANQUILLA,11/08/2021 04:28:35 p.m.,NA,NA,Primer Empleo,11/08/2021 04:28:35 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,18,F,ND,ND,SOLEDAD,12/08/2021 06:55:02 p.m.,NA,NA,NO REGISTRA,12/08/2021 06:55:02 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,M,ND,ND,BARRANQUILLA,13/08/2021 03:54:32 a.m.,NA,NA,NO REGISTRA,13/08/2021 03:54:32 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,46,M,ND,ND,SOLEDAD,13/08/2021 05:24:55 a.m.,NA,NA,NO REGISTRA,13/08/2021 05:24:55 a.m.,ND,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,SANTO TOMÁS,13/08/2021 07:54:59 a.m.,NA,NA,NO REGISTRA,13/08/2021 07:54:59 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Agencia,44,F,Básica Secundaria(6-9),BASICA SECUNDARIA,BARRANQUILLA,13/08/2021 09:16:02 a.m.,NA,NA,Desempleado,13/08/2021 09:16:02 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Documento Nacional de Identificación,Autoregistro,28,F,Universitaria,Licenciada en enfermeria,BARRANQUILLA,13/08/2021 09:46:55 a.m.,NA,NA,NO REGISTRA,13/08/2021 09:46:55 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Agencia,46,F,Media(10-13),BACHILLER EN CIENCIAS,BARRANQUILLA,13/08/2021 11:07:33 a.m.,NA,NA,Desempleado,13/08/2021 11:07:33 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,49,M,Básica Secundaria(6-9),Bachiller,SOLEDAD,13/08/2021 12:06:52 p.m.,NA,NA,Desempleado,13/08/2021 12:06:52 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,13/08/2021 02:56:26 p.m.,NA,NA,NO REGISTRA,13/08/2021 02:56:26 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Universitaria,CONTADURIA PUBLICA,BARRANQUILLA,13/08/2021 11:15:40 p.m.,NA,NA,Primer Empleo,13/08/2021 11:15:40 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,ND,ND,BARRANQUILLA,13/08/2021 11:41:03 p.m.,NA,NA,NO REGISTRA,13/08/2021 11:41:03 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,18,F,Técnica Laboral,auxiliar de bodega,BARRANQUILLA,13/08/2021 08:01:29 p.m.,NA,NA,NO REGISTRA,13/08/2021 08:01:29 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,F,ND,ND,BARRANQUILLA,13/08/2021 03:15:54 p.m.,NA,NA,NO REGISTRA,13/08/2021 03:15:54 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,17,F,Tecnológica,Tecnologo en gestion bancaria y de otras entidades financieras,SOLEDAD,15/08/2021 10:53:55 a.m.,NA,NA,Desempleado,15/08/2021 10:53:55 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,MENOR DE EDAD
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,14/08/2021 11:07:58 a.m.,NA,NA,NO REGISTRA,14/08/2021 11:07:58 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,ND,ND,SOLEDAD,16/08/2021 02:32:29 p.m.,NA,NA,NO REGISTRA,16/08/2021 02:32:29 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,27,F,Básica Secundaria(6-9),Bachillerato,SOLEDAD,16/08/2021 03:22:11 p.m.,NA,NA,NO REGISTRA,16/08/2021 03:22:11 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,M,Técnica Laboral,Auxiliar bancario y comercial,BARRANQUILLA,16/08/2021 06:52:50 p.m.,NA,NA,Desempleado,16/08/2021 06:52:50 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,34,M,Básica Secundaria(6-9),Bachillerato,SOLEDAD,15/08/2021 08:06:35 p.m.,NA,Personas en procesos de reintegración,Desempleado,15/08/2021 08:06:35 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,33,M,Tecnológica,TECNCOLOGO EN MANTENIMIENTOS DE EQUIPOS BIOMEDICOS,BARRANQUILLA,16/08/2021 08:29:14 a.m.,NA,NA,Desempleado,16/08/2021 08:29:14 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,45,F,Media(10-13),BACHILLER ACADEMICO,SOLEDAD,17/08/2021 03:32:20 p.m.,NA,NA,Desempleado,17/08/2021 03:32:20 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,19,M,ND,ND,BARRANQUILLA,17/08/2021 10:16:35 a.m.,NA,NA,NO REGISTRA,17/08/2021 10:16:35 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,Técnica Profesional,Técnica Profesional en Operaciones del Comercio,BARRANQUILLA,17/08/2021 10:05:03 p.m.,NA,NA,Desempleado,17/08/2021 10:05:03 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,Media(10-13),Bachiller academico,BARRANQUILLA,17/08/2021 07:36:45 p.m.,NA,NA,Primer Empleo,17/08/2021 07:36:45 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,Tecnológica,Tecnólogo en Producción Multimedia,BARRANQUILLA,17/08/2021 07:45:39 p.m.,NA,NA,Primer Empleo,17/08/2021 07:45:39 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,Básica Secundaria(6-9),bachiller,BARRANQUILLA,17/08/2021 04:26:17 p.m.,NA,NA,Desempleado,17/08/2021 04:26:17 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,ND,ND,SOLEDAD,18/08/2021 03:46:41 p.m.,NA,NA,Desempleado,18/08/2021 03:46:41 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,Especialización,Diplomado en gerencia del marketing,BARRANQUILLA,18/08/2021 04:08:48 p.m.,NA,NA,Desempleado,18/08/2021 04:08:48 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,BARRANQUILLA,18/08/2021 02:08:07 p.m.,NA,NA,NO REGISTRA,18/08/2021 02:08:07 p.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Tecnológica,Tecnólogo en gestión empresarial,SOLEDAD,18/08/2021 06:36:27 p.m.,NA,NA,Desempleado,18/08/2021 06:36:27 p.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,34,F,Técnica Laboral,Técnico en operaciones comerciales,SOLEDAD,18/08/2021 05:50:48 p.m.,NA,NA,NO REGISTRA,18/08/2021 05:50:48 p.m.,ND,8,"2,021",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,25,M,Media(10-13),Técnico profesional procesamiento de alimentos,BARRANQUILLA,19/08/2021 08:06:14 a.m.,NA,NA,Desempleado,19/08/2021 08:06:14 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,42,F,Básica Secundaria(6-9),BACHILLER,BARRANQUILLA,19/08/2021 08:41:39 a.m.,NA,NA,Desempleado,19/08/2021 08:41:39 a.m.,Urbano,8,"2,021",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,20,M,Tecnológica,Tecnólogo en análisis y desarrollo de sistemas de información,BARRANQUILLA,19/08/2021 09:16:02 a.m.,NA,NA,NO REGISTRA,19/08/2021 09:16:02 a.m.,ND,8,"2,021",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Básica Secundaria(6-9),Bachiller,BARRANQUILLA,19/08/2021 09:16:36 a.m.,NA,NA,Desempleado,19/08/2021 09:16:36 a.m.,Rural,8,"2,021",Barrio Simón Bolívar,18 - 28
